CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Total_Internet_Services,Total_Streaming,Total_Security,Extra_Charges,Price_per_Service,Total_to_Monthly_Ratio,Tenure_to_Monthly_Ratio,Monthly_to_Median_Ratio,Avg_Monthly_by_Contract,Diff_from_Contract_Monthly,Avg_Tenure_by_Contract,Diff_from_Contract_Tenure,Is_Full_Family,Is_Single_Senior,Is_Independent_Youth,Is_New_Customer,Is_Long_Term_Customer,Has_Internet_But_No_Service,Has_All_Services,Is_Auto_Payment,Risk_Fiber_MtM,Risk_Payment_Friction,Risk_High_Charge_MtM,Risk_No_TechSupport_Fiber,Tenure_Sq,Monthly_Charges_Sq,Tenure_x_Monthly
1981-INRFU,1,United States,California,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,1,98,5172,Don't know,1,1,0,5.0,39.875,2.062695666119666,0.02507836676133332,1.1336176261549398,66.39849032258064,13.351509677419358,18.036645161290323,-16.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,4,6360.0625,159.5
4971-PUYQO,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,1,89,4464,Don't know,2,2,0,171.75,31.516666666666666,28.816496159016797,0.2855631638748637,1.343994314143568,66.39849032258064,28.151509677419355,18.036645161290323,8.963354838709677,0,0,0,0,0,0,0,0,1,0,1,1,729,8939.7025,2552.85
8485-GJCDN,1,United States,California,Chula Vista,91914,"32.688506, -116.938632",32.688506,-116.938632,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,1,74,3368,Poor expertise of online support,0,0,0,-26.75,69.05,4.612598897523693,0.07241128567541119,0.9815209665955935,66.39849032258064,2.651509677419355,18.036645161290323,-13.036645161290323,0,0,0,1,0,1,0,0,1,0,0,1,25,4767.902499999999,345.25
1527-SXDPN,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,1,97,4751,Poor expertise of phone support,3,1,2,-14.75,24.0625,51.846747860078146,0.5402596841288639,1.3681592039800996,60.87237388724036,35.37762611275964,57.07181008902077,-5.071810089020772,0,0,0,0,0,0,0,1,0,0,0,0,2704,9264.0625,5005.0
6029-WTIPC,1,United States,California,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,1,87,4424,Competitor had better devices,3,2,1,3.350000000000364,25.275,37.033131846376676,0.36597424668899636,1.4371002132196162,66.39849032258064,34.70150967741935,18.036645161290323,18.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,1369,10221.21,3740.7
8634-CILSZ,1,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,1,71,6350,Competitor offered higher download speeds,4,2,2,-3.949999999999818,20.94,68.96226657475964,0.6590257250214206,1.4882729211087422,65.07941576086957,39.62058423913044,42.07336956521739,26.92663043478261,0,0,0,0,1,0,0,1,0,0,0,0,4761,10962.09,7224.3
6682-QJDGB,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,1,65,2810,Competitor offered more data,2,0,2,-70.80000000000018,18.416666666666668,38.718545028317635,0.7239817694150643,0.785358919687278,66.39849032258064,-11.148490322580642,18.036645161290323,21.963354838709677,0,0,0,0,0,0,0,0,0,0,0,0,1600,3052.5625,2210.0
8780-IXSTS,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,1,71,5656,Competitor made better offer,2,1,1,-19.299999999999955,30.03333333333333,5.785792920555724,0.06659266741479829,1.2807391613361763,66.39849032258064,23.701509677419352,18.036645161290323,-12.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,36,8118.009999999999,540.5999999999999
9530-EHPOH,1,United States,California,El Cajon,92019,"32.785165, -116.862648",32.785165,-116.862648,Male,No,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,1,99,3407,Competitor had better devices,1,0,1,16.75,26.875,11.311625802488223,0.2046511247160698,0.7640369580668088,66.39849032258064,-12.648490322580642,18.036645161290323,-7.036645161290323,0,0,0,0,0,0,0,0,0,0,0,0,121,2889.0625,591.25
0345-HKJVM,1,United States,California,El Cajon,92021,"32.832706, -116.873258",32.832706,-116.873258,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,1,100,5800,Don't know,2,2,0,41.80000000000007,29.766666666666666,6.4680843820734175,0.0671892421960535,1.2693674484719262,66.39849032258064,22.901509677419355,18.036645161290323,-12.036645161290323,0,0,0,1,0,0,0,0,1,0,1,1,36,7974.49,535.8
3049-SOLAY,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,1,86,4176,Competitor offered higher download speeds,2,2,0,7.25,31.733333333333334,3.0761551390593342,0.031512601731869566,1.3532338308457712,66.39849032258064,28.80150967741936,18.036645161290323,-15.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,9,9063.04,285.6
3317-HRTNN,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,Female,Yes,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,1,73,3561,Competitor offered higher download speeds,2,2,0,-30.5,15.233333333333334,4.332602990677682,0.10940916643125459,0.6496090973702915,66.39849032258064,-20.69849032258064,18.036645161290323,-13.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,25,2088.4900000000002,228.5
3235-ETOOB,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873,-116.906774,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,1,88,3683,Competitor offered higher download speeds,1,0,1,13.899999999999977,37.25,8.18657608233878,0.10738253592180726,1.058990760483298,66.39849032258064,8.101509677419358,18.036645161290323,-10.036645161290323,0,0,0,0,0,0,0,0,1,1,1,1,64,5550.25,596.0
8058-INTPH,1,United States,California,Oceanside,92056,"33.194742, -117.29032",33.194742,-117.29032,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,1,71,2119,Competitor offered more data,1,1,0,0.0,39.825,0.9999998744507377,0.012554926232903172,1.1321961620469085,66.39849032258064,13.251509677419364,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,1,6344.122500000001,79.65
5569-OUICF,1,United States,California,Santee,92071,"32.847336, -116.997605",32.847336,-116.997605,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,1,68,4994,Competitor offered more data,3,2,1,-24.200000000000273,25.325,27.76110288636694,0.27640668544850094,1.439943141435679,66.39849032258064,34.901509677419355,18.036645161290323,9.963354838709677,0,0,0,0,0,0,0,1,1,0,1,0,784,10261.689999999999,2836.4
8821-XNHVZ,1,United States,California,Solana Beach,92075,"33.001813, -117.263628",33.001813,-117.263628,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,1,82,2943,Competitor offered more data,1,1,0,0.0,40.025,0.9999998750780917,0.01249219081921414,1.1378820184790335,66.39849032258064,13.651509677419355,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,1,0,1,1,1,6408.0025,80.05
2082-OJVTK,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,1,91,5292,Competitor made better offer,2,1,1,111.54999999999973,29.733333333333334,30.250557146798524,0.32511207117577673,1.267945984363895,66.39849032258064,22.80150967741936,18.036645161290323,10.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,841,7956.64,2586.8
5940-NFXKV,1,United States,California,Rancho Santa Fe,92091,"32.99356, -117.207121",32.99356,-117.207121,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,1,88,3427,Competitor made better offer,1,1,0,-123.60000000000014,41.825,17.5224127289405,0.22713685270330508,1.1890547263681595,66.39849032258064,17.251509677419364,18.036645161290323,0.9633548387096766,0,0,0,0,0,0,0,0,1,1,1,1,361,6997.322500000001,1589.3500000000001
8053-WWDRO,1,United States,California,San Diego,92105,"32.741859, -117.090353",32.741859,-117.090353,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,1,67,5579,Price too high,0,0,0,29.30000000000001,19.5,7.502560255097306,0.3076921499014616,0.27718550106609813,66.39849032258064,-46.89849032258064,18.036645161290323,-12.036645161290323,0,0,0,1,0,0,0,1,0,0,0,0,36,380.25,117.0
9564-KCLHR,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,1,94,2180,Product dissatisfaction,1,0,1,0.0,25.625,0.9999998048780868,0.019512191314694376,0.7285003553660271,66.39849032258064,-15.148490322580642,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,1,2626.5625,51.25
2082-CEFLT,1,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,1,88,3037,Service dissatisfaction,0,0,0,0.0,45.6,0.9999997807018024,0.02192981975223251,0.6481876332622603,66.39849032258064,-20.79849032258064,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,0,1,0,0,1,2079.36,45.6
1213-NGCUN,1,United States,California,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,1,88,4248,Lack of self-service on Website,1,0,1,-30.549999999999955,24.825,5.384691765419584,0.12084589711059474,0.7057569296375267,66.39849032258064,-16.748490322580643,18.036645161290323,-12.036645161290323,0,0,0,1,0,0,0,1,0,0,0,0,36,2465.1225,297.9
5688-KZTSN,1,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,1,73,4672,Network reliability,0,0,0,-11.949999999999989,20.0,14.4024927987536,0.7499996250001875,0.28429282160625446,66.39849032258064,-46.39849032258064,18.036645161290323,-3.0366451612903234,1,0,0,0,0,0,0,0,0,1,0,0,225,400.0,300.0
2894-QOJRX,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,No,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,1,93,5024,Limited range of services,1,1,0,3.0,17.0,25.08822791522708,0.7352939013841466,0.4832977967306326,66.39849032258064,-32.39849032258064,18.036645161290323,6.963354838709677,0,0,0,0,0,0,0,1,0,0,0,0,625,1156.0,850.0
5747-PMBSQ,1,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,Male,Yes,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,1,77,2415,Lack of affordable download/upload speed,4,1,3,9.100000000000023,18.5,10.098377286661915,0.10810809642074633,1.314854299928927,66.39849032258064,26.101509677419358,18.036645161290323,-8.036645161290323,0,0,0,0,0,0,0,0,1,0,1,0,100,8556.25,925.0
3143-JQEGI,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,Female,No,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,1,81,3740,Long distance charges,2,2,0,74.25,29.45,13.840405903745795,0.14714203201561607,1.255863539445629,66.39849032258064,21.951509677419352,18.036645161290323,-5.036645161290323,0,0,0,0,0,0,0,0,1,0,1,1,169,7805.722499999999,1148.55
6386-SZZKH,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,1,92,5785,Extra data charges,5,2,3,3.649999999999636,17.991666666666667,49.03380740770658,0.4539138069556455,1.5344705046197584,60.87237388724036,47.077626112759646,57.07181008902077,-8.071810089020772,0,0,0,0,0,0,0,1,0,0,0,0,2401,11653.202500000001,5289.55
2982-IHMFT,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,1,67,4291,Price too high,0,0,0,0.0,74.45,0.9999998656816835,0.013431831641124024,1.0582800284292824,66.39849032258064,8.05150967741936,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,1,0,1,1,1,5542.802500000001,74.45
3521-SYVOR,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,Female,No,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,1,80,5554,Product dissatisfaction,2,2,0,-50.55000000000018,21.583333333333332,36.21929942559082,0.5714284831770682,0.9203980099502488,66.39849032258064,-1.648490322580642,18.036645161290323,18.963354838709677,0,0,0,0,0,0,0,0,0,1,0,0,1369,4192.5625,2395.75
9526-JAWYF,1,United States,California,Blythe,92225,"33.674583, -114.71612",33.674583,-114.71612,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,1,71,3452,Service dissatisfaction,3,1,2,0.5000000000004547,22.45,26.00556503278786,0.289532261744737,1.2764747690120826,66.39849032258064,23.401509677419355,18.036645161290323,7.963354838709677,0,0,0,0,0,0,0,0,1,0,1,1,676,8064.039999999999,2334.7999999999997
5649-VUKMC,1,United States,California,Coachella,92236,"33.680031, -116.171678",33.680031,-116.171678,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,1,88,3538,Lack of self-service on Website,3,2,1,-30.84999999999991,23.875,11.676962128066794,0.12565443710424742,1.3574982231698651,65.07941576086957,30.420584239130434,42.07336956521739,-30.07336956521739,0,0,0,0,0,0,0,0,0,0,0,1,144,9120.25,1146.0
5143-EGQFK,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,Female,Yes,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,1,89,5702,Network reliability,1,0,1,-5.100000000000023,14.825,9.827989939969665,0.33726801441213683,0.4214641080312722,66.39849032258064,-36.74849032258064,18.036645161290323,-8.036645161290323,0,0,0,0,0,0,0,0,0,1,0,0,100,879.1225,296.5
4919-IKATY,1,United States,California,Joshua Tree,92252,"34.167236, -116.281511",34.167236,-116.281511,Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,1,98,5141,Don't know,2,0,2,31.25,28.166666666666668,5.369821849725224,0.059171590630580986,1.2011371712864252,66.39849032258064,18.101509677419358,18.036645161290323,-13.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,25,7140.25,422.5
9050-QLROH,1,United States,California,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,1,89,2931,Competitor had better devices,2,1,1,-35.350000000000136,30.233333333333334,17.61025164164811,0.1984564279540873,1.2892679459843641,66.39849032258064,24.30150967741936,18.036645161290323,-0.03664516129032336,0,0,0,0,0,0,0,1,1,0,1,1,324,8226.49,1632.6000000000001
6168-WFVVF,1,United States,California,Palm Springs,92262,"33.839989, -116.659215",33.839989,-116.659215,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,1,98,5165,Competitor offered higher download speeds,0,0,0,24.600000000000023,70.3,3.34992839972569,0.04267424713026357,0.9992892679459844,66.39849032258064,3.901509677419355,18.036645161290323,-15.036645161290323,0,0,0,1,0,1,0,0,1,1,0,1,9,4942.089999999999,210.89999999999998
0877-SDMBN,1,United States,California,Parker Dam,92267,"34.273872, -114.192901",34.273872,-114.192901,Female,No,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,1,99,6117,Competitor offered more data,4,2,2,25.75,20.79,54.247710029080324,0.5194804695064483,1.4776119402985077,65.07941576086957,38.87058423913044,42.07336956521739,11.92663043478261,0,0,0,0,0,0,0,1,0,0,0,1,2916,10805.6025,5613.3
8065-YKXKD,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,1,69,5578,Competitor made better offer,0,0,0,52.14999999999998,74.75,10.697657431751514,0.13377924631715768,1.062544420753376,66.39849032258064,8.351509677419358,18.036645161290323,-8.036645161290323,0,0,0,0,0,1,0,0,1,1,1,1,100,5587.5625,747.5
9637-EIHEQ,1,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,1,68,4535,Don't know,1,0,1,0.0,25.4,0.999999803149645,0.019685035495071754,0.7221037668798863,66.39849032258064,-15.598490322580645,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,0,1,0,0,1,2580.64,50.8
9689-PTNPG,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,1,80,5055,Competitor had better devices,1,1,0,-15.949999999999989,40.125,1.8012458814646877,0.02492211527450277,1.140724946695096,66.39849032258064,13.851509677419358,18.036645161290323,-16.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,4,6440.0625,160.5
9465-RWMXL,1,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,1,90,5949,Competitor offered higher download speeds,1,0,1,-76.85000000000036,39.45,31.02597832370363,0.40557662793705596,1.1215351812366738,66.39849032258064,12.501509677419364,18.036645161290323,13.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,1024,6225.210000000001,2524.8
2362-IBOOY,1,United States,California,Winterhaven,92283,"32.852947, -114.850784",32.852947,-114.850784,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,1,76,5272,Competitor offered higher download speeds,1,1,0,-0.849999999999909,42.375,35.98996625487124,0.4247787109405651,1.2046908315565032,66.39849032258064,18.351509677419358,18.036645161290323,17.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,1296,7182.5625,3051.0
0843-WTBXE,1,United States,California,Landers,92285,"34.341737, -116.539416",34.341737,-116.539416,Male,No,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,1,90,4753,Competitor offered higher download speeds,1,1,0,-11.600000000000364,42.725,52.86424191173295,0.6202456851672691,1.2146410803127223,66.39849032258064,19.05150967741936,18.036645161290323,34.96335483870968,0,0,0,0,0,0,0,1,1,0,1,1,2809,7301.7025,4528.85
5515-IDEJJ,1,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,67,5441,Competitor offered more data,0,0,0,0.0,19.9,0.9999994974876897,0.05025123102953215,0.2828713574982232,66.39849032258064,-46.49849032258064,18.036645161290323,-17.036645161290323,1,0,0,1,0,0,0,0,0,0,0,0,1,396.00999999999993,19.9
7450-NWRTR,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,Male,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,1,98,2819,Competitor offered more data,3,2,1,6.75,24.8625,12.067872089706174,0.12066363794231895,1.4136460554371004,66.39849032258064,33.05150967741936,18.036645161290323,-6.036645161290323,0,0,0,0,0,0,0,0,1,1,1,1,144,9890.3025,1193.4
5376-DEQCP,1,United States,California,Barstow,92311,"34.965648, -117.001509",34.965648,-117.001509,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,1,85,4063,Competitor offered more data,0,0,0,0.0,70.6,0.9999998583569605,0.014164303942733153,1.003553660270078,66.39849032258064,4.201509677419352,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,1,1,1,1,1,4984.359999999999,70.6
9095-HFAFX,1,United States,California,Big Bear City,92314,"34.278967, -116.773825",34.278967,-116.773825,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,1,96,3718,Competitor made better offer,1,1,0,-15.399999999999977,40.5,4.809875949398031,0.06172838744093982,1.1513859275053306,66.39849032258064,14.601509677419358,18.036645161290323,-13.036645161290323,0,0,0,1,0,0,0,1,1,0,1,1,25,6561.0,405.0
2379-ENZGV,1,United States,California,Bloomington,92316,"34.059722, -117.39104",34.059722,-117.39104,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,1,72,3420,Competitor made better offer,2,1,1,14.400000000000034,28.28333333333333,6.169710528024687,0.07071301464784742,1.2061122956645345,66.39849032258064,18.451509677419352,18.036645161290323,-12.036645161290323,0,0,0,1,0,0,0,0,1,1,1,1,36,7199.522499999999,509.09999999999997
6005-OBZPH,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,Female,Yes,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,1,89,4074,Price too high,2,1,1,-40.25,29.71666666666667,25.548510875096927,0.2916432650989046,1.2672352523098793,66.39849032258064,22.751509677419364,18.036645161290323,7.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,676,7947.722500000001,2317.9
7932-WPTDS,1,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",34.244411,-117.072654,Female,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,73,5377,Product dissatisfaction,0,0,0,0.0,24.8,0.9999995967743561,0.04032256438606275,0.35252309879175553,66.39849032258064,-41.598490322580645,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,0,1,0,0,1,615.0400000000001,24.8
2722-VOJQL,1,United States,California,Highland,92346,"34.129677, -117.154277",34.129677,-117.154277,Male,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,1,98,4870,Service dissatisfaction,4,2,2,141.5,21.130000000000003,65.33932178520381,0.6057737240157384,1.5017768301350394,65.07941576086957,40.57058423913044,42.07336956521739,21.92663043478261,0,0,0,0,1,0,0,1,0,0,0,0,4096,11161.9225,6761.6
5228-EXCET,1,United States,California,Newberry Springs,92365,"34.89326, -116.505958",34.89326,-116.505958,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,1,85,5964,Lack of self-service on Website,1,1,0,-42.34999999999991,40.425,12.476188933062595,0.16079156947537793,1.1492537313432836,66.39849032258064,14.451509677419352,18.036645161290323,-5.036645161290323,0,0,0,0,0,0,0,0,1,1,1,1,169,6536.722499999999,1051.05
7394-FKDNK,1,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,Yes,1,91,4971,Network reliability,2,2,0,48.049999999999955,29.816666666666666,9.537170538046894,0.10061485739353186,1.271499644633973,66.39849032258064,23.05150967741936,18.036645161290323,-9.036645161290323,0,0,0,0,0,0,0,0,1,0,1,1,81,8001.302500000001,805.0500000000001
6331-LWDTQ,1,United States,California,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Yes,1,98,2457,Limited range of services,2,2,0,72.75,24.05,11.008314482562094,0.13860011939014283,1.025586353944563,66.39849032258064,5.751509677419364,18.036645161290323,-8.036645161290323,0,0,0,0,0,0,0,1,0,0,1,0,100,5205.6225,721.5
1597-FZREH,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,Female,No,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,Yes,1,100,3005,Lack of affordable download/upload speed,4,2,2,8.0,15.280000000000001,2.1047117663989834,0.026178007044763474,1.085998578535892,66.39849032258064,10.001509677419364,18.036645161290323,-16.036645161290323,0,0,0,1,0,0,0,0,0,0,1,0,4,5836.960000000001,152.8
