City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,TotalServices,AvgCost,ContractScore,LoyaltyScore,ChargeDensity,ChargePerTenure,MonthlyToTotal,IsFiber,SecurityServices,StreamingCount,StreamRatio,AutoPay,IsElecCheck,HighRiskFlag,Is_High_Risk_Combo,IsMonthToMonth,LowTenureHighCharge,NoProtection,SeniorAlone,TenureContractRatio,Value_Score,Contract_Risk,Payment_Risk,Spent_Intensity,Tenure_Group
Burney,96013,40.946785,-121.719489,1,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,79.25,267.6,1,3,19.8125,0,3,66.9,19.8125,0.295048399106478,1,0,1,0.25,0,1,1,1,1,1,1,0,3.0,0.0,2,1,66.9,New(0~12)
Canby,96015,41.486953,-120.913975,0,0,0,0,13,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1115.2,1,4,16.919999999999998,0,13,79.65714285714286,6.042857142857143,0.07579286866153018,1,0,1,0.2,0,1,1,1,1,0,1,0,13.0,0.0,2,1,79.65714285714286,Watch(13~24)
Cassel,96016,40.936285,-121.572692,0,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.4,5435.6,1,6,13.342857142857143,0,58,92.12881355932204,1.5830508474576273,0.017179855056469115,1,2,1,0.14285714285714285,1,0,0,1,1,0,0,0,58.0,0.0211864406779661,2,0,92.12881355932204,Loyal(49~)
Castella,96017,41.121108,-122.336613,0,0,1,0,42,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,4186.3,1,5,15.700000000000001,0,42,97.35581395348838,2.1906976744186046,0.02249659685238698,1,0,2,0.3333333333333333,0,1,1,1,1,0,1,0,42.0,0.0,2,1,97.35581395348838,Stable(25~48)
Shasta Lake,96019,40.692523,-122.369876,1,1,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.05,25.05,1,1,12.525,0,1,12.525,12.525,0.9616122840690979,0,0,0,0.0,0,1,0,0,1,0,1,0,1.0,0.0,2,1,12.525,New(0~12)
Dunsmuir,96025,41.212695,-122.392067,0,0,0,0,29,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.1,712.85,1,1,12.55,0,29,23.761666666666667,0.8366666666666667,0.035161448483574984,0,0,0,0.0,1,0,0,0,1,0,1,0,29.0,0.0,2,0,23.761666666666667,Stable(25~48)
Etna,96027,41.405193,-123.008567,1,0,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.95,48.95,1,3,12.2375,0,1,24.475,24.475,0.97997997997998,0,1,0,0.0,0,1,0,0,1,0,0,0,1.0,0.02002002002002002,2,1,24.475,New(0~12)
Flournoy,96029,39.84784,-122.544556,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,1,2,15.1,0,1,22.65,22.65,0.978401727861771,0,0,0,0.0,0,1,0,0,1,0,1,0,1.0,0.0,2,1,22.65,New(0~12)
Fort Jones,96032,41.5837,-122.935922,1,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,85.85,167.3,1,4,17.169999999999998,0,2,55.76666666666667,28.616666666666664,0.51010101010101,1,1,1,0.2,0,1,1,1,1,1,0,0,2.0,0.011514104778353483,2,1,55.76666666666667,New(0~12)
Greenview,96037,41.528541,-122.955018,1,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.2,930.4,1,5,15.866666666666667,0,10,84.58181818181818,8.654545454545454,0.10221172428602104,1,0,2,0.3333333333333333,0,1,1,1,1,1,1,0,10.0,0.0,2,1,84.58181818181818,New(0~12)
Happy Camp,96039,41.831901,-123.487478,1,0,0,0,49,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),100.6,5069.65,1,6,14.37142857142857,1,98,101.39299999999999,2.012,0.01983966552611598,1,1,2,0.2857142857142857,1,0,0,0,0,0,1,0,24.5,0.00984251968503937,1,0,101.39299999999999,Loyal(49~)
Hat Creek,96040,40.789799,-121.474529,1,0,1,1,6,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,55.3,324.25,1,4,11.059999999999999,0,6,46.32142857142857,7.8999999999999995,0.1700230591852421,0,2,0,0.0,0,0,0,0,1,0,0,0,6.0,0.03552397868561279,2,0,46.32142857142857,New(0~12)
Hornbrook,96044,41.962127,-122.527696,1,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.85,156.4,1,3,18.7125,0,2,52.13333333333333,24.95,0.47554002541296053,1,0,0,0.0,0,0,1,1,1,1,1,1,2.0,0.0,2,0,52.13333333333333,New(0~12)
Lewiston,96052,40.704293,-122.803899,1,0,0,0,35,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.35,3626.1,1,6,14.62142857142857,1,70,100.725,2.8430555555555554,0.028218135700697526,1,2,2,0.2857142857142857,1,0,1,0,0,0,0,0,17.5,0.019351717464925013,1,0,100.725,Stable(25~48)
Los Molinos,96055,40.059385,-122.091481,1,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),115.65,7968.85,1,9,11.565000000000001,1,140,112.23732394366198,1.6288732394366199,0.014510938097956675,1,4,2,0.2,1,0,0,0,0,0,0,0,35.0,0.03429061294470639,1,0,112.23732394366198,Loyal(49~)
Mcarthur,96056,41.10831,-121.360362,1,0,0,0,2,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,79.85,152.45,1,4,15.969999999999999,0,2,50.81666666666666,26.616666666666664,0.5203649397197785,1,2,0,0.0,0,1,0,1,1,1,0,0,2.0,0.024737167594310452,2,1,50.81666666666666,New(0~12)
Mill Creek,96061,40.331975,-121.460674,1,0,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,76.0,1130.85,1,3,19.0,0,15,70.678125,4.75,0.06714670671908822,1,0,0,0.0,0,0,1,1,1,0,1,0,15.0,0.0,2,0,70.678125,Watch(13~24)
Mineral,96063,40.408796,-121.579609,0,1,0,0,42,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.75,4323.45,1,7,13.09375,0,42,100.5453488372093,2.436046511627907,0.02422273352680688,1,2,2,0.25,1,0,1,1,1,0,0,1,42.0,0.018912529550827423,2,0,100.5453488372093,Stable(25~48)
Montague,96064,41.759864,-122.379175,0,0,0,0,9,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,74.65,703.55,1,6,10.664285714285715,0,9,70.35499999999999,7.465000000000001,0.10595415513448302,0,2,2,0.2857142857142857,0,1,0,0,1,1,0,0,9.0,0.026437541308658292,2,1,70.35499999999999,New(0~12)
Oak Run,96069,40.689243,-122.037023,0,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,56.25,56.25,1,3,14.0625,0,1,28.125,28.125,0.982532751091703,0,0,1,0.25,0,1,0,0,1,0,1,0,1.0,0.0,2,1,28.125,New(0~12)
Old Station,96071,40.656287,-121.428965,1,0,1,0,21,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.1,2249.95,1,7,13.2625,0,21,102.27045454545454,4.822727272727272,0.04713565383504743,1,2,2,0.25,0,1,0,1,1,0,0,0,21.0,0.018674136321195144,2,1,102.27045454545454,Watch(13~24)
Paskenta,96074,39.884395,-122.587513,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.75,159.4,1,3,19.9375,0,2,53.13333333333333,26.583333333333332,0.4971945137157107,1,0,1,0.25,1,0,1,1,1,1,1,1,2.0,0.0,2,0,53.13333333333333,New(0~12)
Platina,96076,40.367964,-122.937379,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.65,68.65,1,2,22.883333333333336,0,1,34.325,34.325,0.9856424982053122,1,0,0,0.0,0,1,1,1,1,0,1,0,1.0,0.0,2,1,34.325,New(0~12)
Seiad Valley,96086,41.924174,-123.260788,1,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.25,327.45,1,1,10.125,0,16,19.261764705882353,1.1911764705882353,0.06165321966813823,0,0,0,0.0,1,0,0,0,1,0,0,0,16.0,0.0,2,0,19.261764705882353,Watch(13~24)
Trinity Center,96091,41.081847,-122.700545,0,1,1,0,14,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,1369.8,1,6,14.314285714285715,0,14,91.32,6.680000000000001,0.07309600233440328,1,1,2,0.2857142857142857,0,1,1,1,1,0,0,0,14.0,0.009881422924901186,2,1,91.32,Watch(13~24)
Vina,96092,39.955164,-122.018567,1,0,1,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,1107.25,1,3,18.725,0,15,69.203125,4.68125,0.06758402887435146,1,0,0,0.0,1,0,1,1,1,0,1,0,15.0,0.0,2,0,69.203125,Watch(13~24)
Sierra City,96125,39.600599,-120.636358,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.85,70.85,1,2,23.616666666666664,0,1,35.425,35.425,0.9860821155184412,1,0,0,0.0,0,1,1,1,1,1,1,0,1.0,0.0,2,1,35.425,New(0~12)
Sierraville,96126,39.559709,-120.345639,1,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.8,134.7,1,2,23.266666666666666,0,2,44.9,23.266666666666666,0.5143699336772292,1,0,0,0.0,1,0,1,1,1,0,1,0,2.0,0.0,2,0,44.9,New(0~12)
Susanville,96130,40.559177,-120.612113,1,0,1,0,55,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),54.55,2978.3,1,5,9.091666666666667,0,55,53.183928571428574,0.9741071428571428,0.018309670056724733,0,2,2,0.3333333333333333,1,0,0,0,1,0,0,0,55.0,0.036003600360036005,2,0,53.183928571428574,Loyal(49~)
Wendel,96136,40.345949,-120.081187,0,0,0,0,7,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),70.75,450.8,1,5,11.791666666666666,0,7,56.35,8.84375,0.1565958388667552,0,1,2,0.3333333333333333,1,0,0,0,1,1,1,0,7.0,0.013937282229965157,2,0,56.35,New(0~12)
Carnelian Bay,96140,39.227434,-120.091806,0,0,1,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,94.1,1215.6,1,6,13.442857142857141,0,13,86.82857142857142,6.721428571428571,0.07734670392898241,1,2,1,0.14285714285714285,0,1,1,1,1,0,0,0,13.0,0.02103049421661409,2,1,86.82857142857142,Watch(13~24)
Homewood,96141,39.117018,-120.212535,0,0,1,1,3,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),29.7,91.7,1,2,9.9,0,3,22.925,7.425,0.3203883495145631,0,1,0,0.0,1,0,0,0,1,0,1,0,3.0,0.03257328990228013,2,0,22.925,New(0~12)
Tahoe Vista,96148,39.24124,-120.054765,1,1,0,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),110.9,7432.05,1,8,12.322222222222223,1,132,110.92611940298508,1.655223880597015,0.014919851205090777,1,3,2,0.2222222222222222,1,0,0,0,0,0,0,1,33.0,0.026809651474530828,1,0,110.92611940298508,Loyal(49~)
South Lake Tahoe,96150,38.911577,-120.106169,0,0,1,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.0,4026.4,1,7,13.125,0,38,103.24102564102564,2.6923076923076925,0.026071410835774942,1,2,2,0.25,0,1,0,1,1,0,0,0,38.0,0.018867924528301886,2,1,103.24102564102564,Stable(25~48)
Truckee,96161,39.342498,-120.247127,1,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.3,25.3,1,1,12.65,0,1,12.65,12.65,0.9619771863117871,0,0,0,0.0,0,1,0,0,1,0,1,0,1.0,0.0,2,1,12.65,New(0~12)
Los Angeles,90001,33.973616,-118.24902,1,0,0,0,22,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),55.15,1193.05,1,4,11.03,1,44,51.87173913043478,2.3978260869565218,0.04618734558854319,0,2,0,0.0,1,0,0,0,0,0,0,0,11.0,0.03561887800534283,1,0,51.87173913043478,Watch(13~24)
Los Angeles,90002,33.949255,-118.246978,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,20.1,1,1,10.05,0,1,10.05,10.05,0.95260663507109,0,0,0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,2,0,10.05,New(0~12)
Los Angeles,90005,34.059281,-118.30742,1,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.9,69.9,1,2,23.3,0,1,34.95,34.95,0.9858956276445698,1,0,0,0.0,0,0,1,1,1,0,1,0,1.0,0.0,2,0,34.95,New(0~12)
Los Angeles,90010,34.062125,-118.315709,1,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,4528.0,1,6,14.485714285714286,0,43,102.9090909090909,2.3045454545454547,0.022389048355045266,1,1,2,0.2857142857142857,0,1,1,1,1,0,0,0,43.0,0.009765625,2,1,102.9090909090909,Stable(25~48)
Los Angeles,90014,34.043144,-118.251977,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.8,80.8,1,3,20.2,0,1,40.4,40.4,0.9877750611246944,1,0,1,0.25,0,1,1,1,1,1,1,0,1.0,0.0,2,1,40.4,New(0~12)
Los Angeles,90016,34.028331,-118.354338,1,0,0,0,2,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),62.05,118.3,1,4,12.41,0,2,39.43333333333333,20.683333333333334,0.5201173512154232,0,0,1,0.2,1,0,0,0,1,0,1,0,2.0,0.0,2,0,39.43333333333333,New(0~12)
Los Angeles,90017,34.052842,-118.264495,1,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.45,76.45,1,3,19.1125,0,1,38.225,38.225,0.987088444157521,1,0,0,0.0,0,1,1,1,1,1,1,1,1.0,0.0,2,1,38.225,New(0~12)
Los Angeles,90019,34.049841,-118.33846,0,1,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.3,1094.5,1,5,15.216666666666667,0,12,84.1923076923077,7.023076923076923,0.0833409402099498,1,1,1,0.16666666666666666,0,1,1,1,1,0,0,1,12.0,0.010834236186348862,2,1,84.1923076923077,New(0~12)
Los Angeles,90020,34.066367,-118.309868,1,1,1,0,6,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.75,573.75,1,5,15.958333333333334,0,6,81.96428571428571,13.678571428571429,0.16659417137886037,1,1,2,0.3333333333333333,0,1,1,1,1,1,0,0,6.0,0.0103359173126615,2,1,81.96428571428571,New(0~12)
Los Angeles,90026,34.078991,-118.263804,0,0,1,0,34,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,62.65,2274.9,1,6,8.95,0,34,64.99714285714286,1.79,0.027527571510171798,0,3,0,0.0,0,1,0,0,1,0,0,0,34.0,0.04713275726630008,2,1,64.99714285714286,Stable(25~48)
Los Angeles,90027,34.127194,-118.295647,0,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,74.5,1,3,18.625,0,1,37.25,37.25,0.9867549668874173,1,0,0,0.0,0,1,1,1,1,1,1,0,1.0,0.0,2,1,37.25,New(0~12)
Los Angeles,90028,34.099869,-118.326843,0,0,1,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,1068.85,1,7,12.7625,0,10,97.16818181818181,9.281818181818181,0.09543393933729027,1,2,2,0.25,1,0,1,1,1,1,0,0,10.0,0.019398642095053348,2,0,97.16818181818181,New(0~12)
Los Angeles,90036,34.070291,-118.349191,0,0,0,0,16,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,762.25,1,3,12.5375,0,16,44.838235294117645,2.9499999999999997,0.06570586308548967,0,1,0,0.0,0,1,0,0,1,0,1,0,16.0,0.019550342130987292,2,1,44.838235294117645,Watch(13~24)
Los Angeles,90049,34.091829,-118.491244,0,0,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.5,582.5,1,4,17.3,0,7,72.8125,10.8125,0.14824335904027422,1,0,1,0.2,0,1,1,1,1,1,1,0,7.0,0.0,2,1,72.8125,New(0~12)
Los Angeles,90059,33.927254,-118.249826,1,1,0,0,27,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.45,2122.05,1,4,16.29,0,27,75.78750000000001,2.9089285714285715,0.03836461694260616,1,1,0,0.0,0,1,1,1,1,0,0,1,27.0,0.01212856276531231,2,1,75.78750000000001,Stable(25~48)
Los Angeles,90062,34.003553,-118.308933,1,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.15,69.15,1,2,23.05,0,1,34.575,34.575,0.9857448325017819,1,0,0,0.0,0,1,1,1,1,0,1,0,1.0,0.0,2,1,34.575,New(0~12)
West Hollywood,90069,34.093781,-118.381061,0,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,723.4,1,3,19.8875,0,9,72.34,7.955,0.10981501932633904,1,0,1,0.25,0,1,1,1,1,1,1,0,9.0,0.0,2,1,72.34,New(0~12)
Downey,90241,33.940884,-118.128628,0,0,0,0,48,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Mailed check,95.5,4627.85,1,6,13.642857142857142,2,144,94.44591836734695,1.9489795918367347,0.020631474340278903,1,3,1,0.14285714285714285,0,0,0,0,0,0,0,0,16.0,0.031088082901554404,0,0,94.44591836734695,Stable(25~48)
Downey,90242,33.921793,-118.140588,1,1,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,91.05,289.1,1,5,15.174999999999999,0,3,72.275,22.7625,0.3138572905894519,1,1,1,0.16666666666666666,0,1,1,1,1,1,0,1,3.0,0.010863661053775123,2,1,72.275,New(0~12)
Hermosa Beach,90254,33.86532,-118.396336,0,1,1,0,2,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,79.2,172.85,1,4,15.84,0,2,57.61666666666667,26.400000000000002,0.455565142364107,1,1,0,0.0,0,1,1,1,1,1,0,0,2.0,0.012468827930174562,2,1,57.61666666666667,New(0~12)
Marina Del Rey,90292,33.977468,-118.445475,0,0,0,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.25,85.5,1,3,11.3125,0,2,28.5,15.083333333333334,0.523121387283237,0,0,2,0.5,0,1,0,0,1,0,1,0,2.0,0.0,2,1,28.5,New(0~12)
Inglewood,90304,33.936827,-118.359824,0,1,0,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.3,1096.25,1,3,18.575,0,14,73.08333333333333,4.953333333333333,0.06771474139895192,1,0,0,0.0,0,1,1,1,1,0,1,1,14.0,0.0,2,1,73.08333333333333,Watch(13~24)
Torrance,90502,33.833181,-118.292062,0,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.1,228.0,1,3,18.525,0,3,57.0,18.525,0.32358078602620083,1,0,0,0.0,1,0,1,1,1,1,1,0,3.0,0.0,2,0,57.0,New(0~12)
Torrance,90503,33.840399,-118.353714,1,1,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,100.6,5746.15,1,6,14.37142857142857,0,57,99.07155172413792,1.7344827586206895,0.017504328232254247,1,1,2,0.2857142857142857,0,1,1,1,1,0,0,0,57.0,0.00984251968503937,2,1,99.07155172413792,Loyal(49~)
Torrance,90504,33.867257,-118.330794,1,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.0,209.1,1,3,18.75,0,3,52.275,18.75,0.3569728700618753,1,0,0,0.0,0,0,1,1,1,1,1,0,3.0,0.0,2,0,52.275,New(0~12)
Whittier,90605,33.960891,-118.032222,0,1,0,0,64,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.2,4481.0,1,6,10.028571428571428,2,192,68.93846153846154,1.08,0.01566265060240964,0,3,1,0.14285714285714285,1,0,0,0,0,0,0,1,21.333333333333332,0.042134831460674156,0,0,68.93846153846154,Loyal(49~)
Buena Park,90620,33.845706,-118.012204,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.75,154.85,1,2,23.583333333333332,0,2,51.61666666666667,23.583333333333332,0.45396214308630095,1,0,0,0.0,0,1,1,1,1,1,1,1,2.0,0.0,2,1,51.61666666666667,New(0~12)
Pico Rivera,90660,33.989524,-118.089299,1,0,0,0,12,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.25,593.75,1,3,12.5625,0,12,45.67307692307692,3.8653846153846154,0.08448928121059268,0,1,0,0.0,1,0,0,0,1,0,1,0,12.0,0.01951219512195122,2,0,45.67307692307692,New(0~12)
Bellflower,90706,33.887676,-118.127289,0,1,0,0,40,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),79.2,3233.85,1,4,15.84,0,40,78.87439024390244,1.931707317073171,0.024483360897723235,1,2,0,0.0,1,0,0,1,1,0,0,1,40.0,0.024937655860349125,2,0,78.87439024390244,Stable(25~48)
Harbor City,90710,33.798266,-118.300237,0,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,96.0,1062.1,1,5,16.0,0,12,81.69999999999999,7.384615384615385,0.09030194713573512,1,1,2,0.3333333333333333,0,1,1,1,1,0,0,0,12.0,0.010309278350515464,2,1,81.69999999999999,New(0~12)
Hawaiian Gardens,90716,33.830431,-118.074071,0,0,0,0,54,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.1,5440.9,1,6,14.299999999999999,0,54,98.92545454545454,1.8199999999999998,0.01839431081056249,1,1,2,0.2857142857142857,0,1,0,1,1,0,1,0,54.0,0.009891196834817014,2,1,98.92545454545454,Loyal(49~)
Lomita,90717,33.794209,-118.317354,0,0,1,1,4,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,56.5,235.1,1,4,11.3,0,4,47.019999999999996,11.3,0.23930537907666244,0,2,0,0.0,0,0,0,0,1,0,0,0,4.0,0.034782608695652174,2,0,47.019999999999996,New(0~12)
Paramount,90723,33.897122,-118.164432,0,1,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,85.0,85.0,1,4,17.0,0,1,42.5,42.5,0.9883720930232558,1,1,1,0.2,0,1,1,1,1,1,0,1,1.0,0.011627906976744186,2,1,42.5,New(0~12)
Long Beach,90802,33.752524,-118.210737,1,0,1,0,51,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,59.3,3014.65,1,6,8.471428571428572,1,102,57.97403846153846,1.1403846153846153,0.019664085686336277,0,3,2,0.2857142857142857,0,1,0,0,0,0,0,0,25.5,0.04975124378109453,1,1,57.97403846153846,Loyal(49~)
Long Beach,90805,33.864622,-118.179626,1,0,0,1,4,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.4,184.4,1,3,12.35,0,4,36.88,9.879999999999999,0.2664509169363538,0,1,0,0.0,0,1,0,0,1,0,1,0,4.0,0.01984126984126984,2,1,36.88,New(0~12)
Long Beach,90807,33.830099,-118.182239,1,0,0,0,35,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.0,2010.55,1,3,13.75,0,35,55.84861111111111,1.5277777777777777,0.027342099376103005,0,0,1,0.25,0,0,0,0,1,0,1,0,35.0,0.0,2,0,55.84861111111111,Stable(25~48)
Long Beach,90810,33.819814,-118.222416,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.2,69.2,1,2,23.066666666666666,0,1,34.6,34.6,0.9857549857549858,1,0,0,0.0,0,1,1,1,1,0,1,0,1.0,0.0,2,1,34.6,New(0~12)
Duarte,91010,34.145695,-117.95982,1,0,0,0,38,1,No,DSL,No,No,Yes,Yes,No,Yes,One year,1,Mailed check,62.3,2354.8,1,5,10.383333333333333,1,76,60.379487179487185,1.5974358974358973,0.026445368876814666,0,2,1,0.16666666666666666,0,0,0,0,0,0,0,0,19.0,0.031595576619273306,1,0,60.379487179487185,Stable(25~48)
La Canada Flintridge,91011,34.234912,-118.153729,1,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.5,3473.4,1,5,15.416666666666666,0,37,91.40526315789474,2.4342105263157894,0.026623301865070226,1,0,2,0.3333333333333333,0,1,1,1,1,0,1,0,37.0,0.0,2,1,91.40526315789474,Stable(25~48)
Pasadena,91103,34.167465,-118.165327,1,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,220.1,1,2,23.21666666666667,0,3,55.025,17.4125,0.3150158299412031,1,0,0,0.0,0,1,1,1,1,0,1,0,3.0,0.0,2,1,55.025,New(0~12)
Pasadena,91107,34.159007,-118.087353,1,0,0,0,61,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),111.6,6876.05,1,8,12.399999999999999,2,183,110.90403225806452,1.7999999999999998,0.01622788841145549,1,3,2,0.2222222222222222,1,0,0,0,0,0,0,0,20.333333333333332,0.026642984014209593,0,0,110.90403225806452,Loyal(49~)
San Marino,91108,34.122671,-118.112911,0,0,0,0,11,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),48.55,501.0,1,3,12.1375,0,11,41.75,4.045833333333333,0.09671314741035857,0,1,0,0.0,1,0,0,0,1,0,1,0,11.0,0.020181634712411706,2,0,41.75,New(0~12)
Glendale,91203,34.153338,-118.262974,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,1,1,10.1,0,1,10.1,10.1,0.9528301886792453,0,0,0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,2,0,10.1,New(0~12)
